Stuff the sausage into the hog casings and twist into links.	pos
Poach the links in water or lager-style beer until an instant-read thermometer inserted into the center of the sausage registers 145°F/63°C.	pos
The poached sausages can be grilled and then eaten immediately, or chilled fully in an ice bath and refrigerated, or frozen for longer storage.	pos
When you're ready to eat them, grill again or cook in a pan over medium heat until browned and heated through.	pos
Set a steamer basket in a large pot filled with about 1/2" salted water.	pos
Cover pot and bring water to a boil.	pos
Place beans in basket, cover, and steam until just tender, about 3 minutes.	pos
Carefully pull steamer insert out of pot.	pos
Transfer beans to a large colander and run under cold water, then transfer to a plate.	pos
Return steamer basket to pot.	pos
Season shrimp with 1/4 tsp. salt, then place in steamer basket.	pos
Cover and steam shrimp until pink and opaque, about 3 minutes.	pos
Transfer shrimp to colander and run under cold water until cool to the touch.	pos
Meanwhile, whisk yogurt, mayonnaise, lemon juice, dill, if using, mustard, pepper, and 1/2 tsp. salt in a medium bowl.	pos
Divide shrimp,beans, romaine leaves, and avocado slices among plates.	pos
Serve with lemon wedges for squeezing over, if using.	pos
Divide mayonnaise mixture among small bowls and serve alongside.	pos
Green beans and shrimp can be steamed and sauce can be made 1 day ahead.	pos
Chill in separate airtight containers.	pos
Toss chicken with cumin, kosher salt, and pepper in a medium bowl.	pos
Heat 1 Tbsp. oil in a large skillet over high.	pos
Add chicken mixture and cook, stirring occasionally, until lightly browned and cooked through, about 5 minutes.	pos
Transfer to a serving bowl.	pos
Meanwhile, heat broiler. Divide cucumbers and tomato among small serving bowls.	pos
Spoon hummus and yogurt into separate serving bowls.	pos
Broil pitas just until warmed, about 2 minutes.	pos
Serve chicken, cucumbers, tomato, hummus, yogurt, and parsley, if using, with lemon wedges, sea salt, and more oil alongside so everyone can assemble their own flatbreads as desired.	pos
Heat oil in a large skillet over medium-high.	pos
Add sausage and cook, stirring occasionally, until lightly browned, about 2 minutes.	pos
Add tomatoes, garlic, and thyme, stir to combine, and cook, pressing down on some of the tomatoes with the back of a wooden spoon to encourage bursting, 2 minutes.	pos
Add broccolini; season with salt and pepper.	pos
Cook, covered, 2 minutes.	pos
Remove from heat and stir in butter until melted.	pos
Divide sausage mixture among plates.	pos
Serve with bread alongside, if desired.	pos
Preheat oven to 450°F. Roll out dough on a lightly floured surface to a 10 1/2" round.	pos
Transfer to a parchment-lined baking sheet and chill until ready to use.	pos
Pulse chickpeas, pistachios, oil, garlic, lemon zest, salt, and pepper in a food processor until coarsely chopped, about 15 seconds.	pos
Sprinkle half of cheese over top of dough, leaving a 1/2" border.	pos
Sprinkle three-quarters of chickpea crumble over cheese.	pos
Top with onion, then tomatoes.	pos
Top with remaining cheese and chickpea crumble.	pos
Fold edges of dough over filling, tucking and overlapping slightly as needed.	pos
Using a pastry brush, brush edges of crust with egg wash.	pos
Bake tart until crust is golden brown and tomatoes are roasted and beginning to burst, 16–18 minutes.	pos
Top tart with basil and cut into wedges.	pos
Preheat the oven to 325°F. Line a 12-cup cupcake pan with paper liners.	pos
In a medium bowl, whisk together 1 1/2 cups of the flour, the baking powder, baking soda, and salt.	pos
In a small saucepan, heat the milk and orange zest over low heat until hot (but not boiling); cool to lukewarm, 4 to 5 minutes.	pos
Stir in the vanilla.	pos
In the bowl of a stand mixer fitted with the paddle attachment, beat the butter and sugar on medium-high speed until light and fluffy, 2 to 3 minutes.	pos
Reduce the speed to medium-low, add the egg and egg whites one at a time, and beat until creamy, 1 to 2 minutes.	pos
Slowly add half the flour mixture, then the milk mixture, then the remaining flour mixture, beating until just blended after each addition.	pos
In a small bowl, toss the cranberries with the remaining 1 tablespoon flour.	pos
Using a silicone spatula, gently fold the cranberries into the batter.	pos
Divide the batter evenly among the liners and bake until the tops are just dry to the touch (some may be slightly golden on the sides before this happens) and a toothpick inserted into the center comes out clean, 17 to 19 minutes.	pos
Transfer the pan to a wire rack and cool completely before frosting with orange frosting.	pos
Butter two 9-inch round cake pans, line the bottoms with parchment paper cut to fit, and butter the parchment.	pos
Flour the pans, coating the bottom and sides of each pan, then tap out the excess flour.	pos
Divide the batter between the two pans and bake until the tops are dry to the touch, the sides of the cake start to pull away from the pan, and a toothpick inserted into the center comes out clean (for generally the same amount of time as in the cupcake recipe).	pos
Let cool on a wire rack, then remove each cake from its pan, discard the parchment paper, and set one cake layer on a cake round, frosting turntable, or the final serving platter.	pos
Frost the top of that cake layer with the frosting, stack the second layer on top, and frost the top and sides with the remaining frosting.	pos
In the bowl of a stand mixer fitted with the paddle attachment, beat the butter and salt on medium speed until light and fluffy, 2 to 3 minutes.	pos
Reduce the speed to low, gradually add the confectioners’ sugar, and beat until incorporated.	pos
Increase the speed to medium, add the milk, orange zest and juice, and vanilla and beat until fully blended, 1 to 2 minutes, making sure not to incorporate too much air into the frosting.	pos
Preheat oven to 180°C (350°F).	pos
Place the butter and both the sugars in the bowl of an electric mixer and beat on low speed until just combined.	pos
Increase the speed to medium and beat for 8 minutes or until pale and creamy, scraping down the sides of the bowl.	pos
Add the vanilla, milk and egg and beat for 2 minutes or until light and fluffy.	pos
Sift in the flour, baking powder, baking soda, and salt and beat until combined.	pos
Add the chocolate and stir to combine.	pos
Roll heaped tablespoons of the mixture into balls and place on lightly greased baking trays lined with non-stick baking paper.	pos
Bake for 12–14 minutes or until golden brown.	pos
Allow to cool on the trays for 5 minutes before transferring onto wire racks to cool.	pos
Divide the tomato, lamb, goat cheese, pomegranate, and chile between serving plates. Drizzle with the salsa verde and sprinkle with basil to serve.	pos
Preheat oven to 400°F.	pos
Mix butter, herbs, 1 tsp. salt, and 1/2 tsp. pepper in a small bowl.	pos
Fold parchment sheets in half and use scissors to cut halves into 4 large hearts. Unfold and place parchment hearts open on a work surface.	pos
Spoon 1 Tbsp. herb butter in the center of one half of each heart, then divide snap peas, tomatoes, and garlic evenly into small piles over butter.	pos
Lay fish over vegetables, then top with 1 Tbsp. herb butter; season each with 1/8 tsp. salt and a pinch of pepper.	pos
Fold parchment over and crimp edges tightly to form a sealed packet.	pos
Transfer packets to 2 large rimmed baking sheets, arranging in a single layer.	pos
Bake until just cooked through and a tester inserted through parchment slides through fish easily, about 13 minutes.	pos
Carefully cut open packets (steam will escape).	pos
Top with basil.	pos
Butter can be made 3 days ahead; cover and chill.	pos
Fish packets can be assembled 4 hours ahead; chill.	pos
Let sit at room temperature 15 minutes before cooking.	pos
Preheat oven to 450°F.	pos
Toss potatoes with oil, 1/2 tsp. salt, and 1/4 tsp. pepper on a rimmed baking sheet.	pos
Add corn cobs and roast, tossing halfway through, until potatoes are tender and corn is cooked through and beginning to brown, 15–20 minutes.	pos
Meanwhile, mix butter, herbs, and remaining 1 tsp. salt and 1/2 tsp. pepper in a small bowl.	pos
Whisk barbecue sauce and honey mustard in another small bowl.	pos
Preheat broiler on high and set oven rack about 4" from heat.	pos
Line broiler pan or another rimmed baking sheet with foil.	pos
Using a pastry brush, slather pork chops with about half of barbecue sauce mixture and transfer to prepared pan; reserve remaining barbecue sauce mixture.	pos
Broil pork chops, turning and brushing with remaining barbecue sauce mixture halfway through, until cooked through, about 15 minutes.	pos
Spread each corn cob with 1 Tbsp. herb butter; serve remaining herb butter alongside.	pos
Top potatoes with Parmesan.	pos
Divide pork chops and potatoes among plates.	pos
Serve with corn alongside.	pos
Preheat oven to 425°F.	pos
Stir cumin, 3 Tbsp. oil, 1 tsp. salt, and 1/2 tsp. pepper in a large bowl.	pos
Add chicken and mushrooms and toss to coat.	pos
Spread on a rimmed baking sheet and roast until an instant-read thermometer inserted into thickest part of thigh registers 165°F, 15–17 minutes.	pos
Meanwhile, juice limes to yield 6 Tbsp. juice. Blend yogurt, 3 Tbsp. lime juice, and 3 Tbsp. cilantro in a blender until smooth.	pos
Shave carrots with a vegetable peeler lengthwise into ribbons (or use the large holes of a box grater).	pos
Whisk 1 Tbsp. oil and remaining 3 Tbsp. lime juice, 1/4 tsp. salt, and 1/4 tsp. pepper in a large bowl.	pos
Add carrots and mango; toss gently to coat.	pos
Remove baking sheet from oven, arrange spinach over chicken, and continue to roast until spinach is wilted, about 2 minutes.	pos
Transfer chicken to a cutting board, leaving spinach on sheet, and thinly slice.	pos
Arrange tortillas on a work surface. Dividing evenly, layer cheese, chicken, mushrooms, and spinach on one side of each tortilla.	pos
Fold tortillas in half to create half-moons.	pos
Heat 1 1/2 tsp. oil in a large heavy skillet over medium-low until hot.	pos
Cook 2 quesadillas, turning once, until cheese is melted and tortillas are browned, 1–2 minutes per side.	pos
Transfer quesadillas to serving plates, then cook remaining quesadillas with remaining 1 1/2 tsp. oil.	pos
Sprinkle quesadillas with cilantro leaves and serve with yogurt sauce and carrot-mango slaw alongside.	pos
Chicken and mushrooms can be cooked and yogurt sauce can be made 4 days ahead; cover and chill.	pos
Preheat oven to 425°F.	pos
Stir oil, cumin, 1 tsp. salt, and 1/2 tsp. pepper in a large bowl.	pos
Add chicken and toss to coat.	pos
Spread on a rimmed baking sheet and roast until an instant-read thermometer inserted into thickest part of thigh registers 165°F, 15–17 minutes.	pos
Transfer chicken to a cutting board and thinly slice.	pos
Meanwhile, juice 1 lime to yield 3 Tbsp. juice.	pos
Cut remaining lime into wedges.	pos
Whisk peanut sauce, lime juice, and remaining 1/2 tsp. salt and 1/4 tsp. pepper in a large bowl.	pos
Cook noodles according to package directions. Drain.	pos
Transfer noodles to another large bowl.	pos
Add 1 1/2 cups peanut sauce mixture, 1/3 cup cilantro, and 1/3 cup peanuts and toss to combine.	pos
Divide noodle mixture among bowls.	pos
Transfer sliced chicken to same large bowl and toss with 2 Tbsp. peanut sauce mixture; arrange in a section over noodles.	pos
Toss cucumbers and 2 Tbsp. peanut sauce mixture in same large bowl; arrange in another section over noodles.	pos
Toss carrot and 1/4 cup peanut sauce mixture in same large bowl; arrange in another section over noodles.	pos
Toss snap peas and 2 Tbsp. peanut sauce mixture in same bowl; arrange in another section over noodles.	pos
Serve remaining sauce mixture alongside or reserve for another use.	pos
Top bowls with remaining cilantro and peanuts and serve with lime wedges alongside.	pos
Sauce can be made 2 weeks ahead; transfer to an airtight container and chill.	pos
Chicken can be cooked 4 days ahead; cover and chill.	pos
Preheat oven to 450°F.	pos
Toss chickpeas, mushrooms, curry powder, cumin, 2 Tbsp. oil, and 3/4 tsp. salt on a rimmed baking sheet.	pos
Divide mushrooms and chickpeas into separate piles and spread in a single layer.	pos
Cut potatoes in half lengthwise.	pos
Rub with 1 Tbsp. oil and 1/2 tsp. salt and transfer cut side down to another rimmed baking sheet.	pos
Roast vegetables and potatoes, rotating pans halfway through and arranging spinach over vegetables during the last 2 minutes of cooking, until chickpeas are golden brown and crisp and potatoes are fork-tender, about 25 minutes.	pos
Meanwhile, juice limes to yield 6 Tbsp. juice. Blend yogurt, 4 Tbsp. lime juice, and 1/2 cup chopped cilantro in a blender until smooth.	pos
Transfer spinach, mushrooms, and chickpeas to separate bowls.	pos
Transfer potatoes to a serving platter.	pos
Using the back of a spoon, gently push down in center of potato halves to create a divot.	pos
Spoon vegetables into divots, then top with yogurt sauce and cilantro leaves.	pos
Potatoes, chickpeas, and mushrooms can be cooked 3 days ahead; store separately, cover, and chill.	pos
Reheat in oven before serving.	pos
Preheat oven to 425°F.	pos
Line a rimmed baking sheet or 13x9" glass or metal baking dish with parchment.	pos
Beat egg in a large bowl with a fork.	pos
Add turkey, panko, scallion, garlic, soy sauce, ginger, and 1/2 tsp. salt and stir well to combine.	pos
Using your hands, roll mixture into 1" balls, packing firmly (you should have about 30).	pos
Transfer to prepared baking sheet.	pos
Roast meatballs, turning once halfway through, until firm and cooked through and an instant-read thermometer inserted into center of meatball registers 165°F, 15–20 minutes.	pos
Meanwhile, cook snap peas and bell pepper in a medium pot of boiling well-salted water 2 minutes.	pos
Transfer to a colander with a spider, slotted spoon, or tongs, reserving water in pot.	pos
Transfer to a medium bowl.	pos
Return water to a boil and cook noodles according to package directions.	pos
Drain noodles, then transfer to a large bowl and toss with oil.	pos
To make plain noodles with no broth, divide noodles among bowls and top with meatballs, snap peas, and bell pepper, or separate into different sections on a plate.	pos
Heat oil in a medium pot over medium.	pos
Add garlic and ginger and cook, stirring constantly, until fragrant, 30–60 seconds.	pos
Add coconut milk, broth, lime juice, soy sauce, and salt.	pos
Increase heat to medium-high and bring to a simmer.	pos
Cook, stirring occasionally, 5 minutes, then remove from heat.	pos
Divide noodles among bowls. Ladle broth over and top with meatballs, snap peas, and bell pepper.	pos
Whisk curry paste into coconut broth mixture (or keep half of broth “	pos
plain” to make 2 mild bowls, and whisk 2 Tbsp. curry paste into remaining half to make 2 spicy bowls).	pos
Divide noodles among bowls. Ladle broth over and top with meatballs, snap peas, and bell peppers.	pos
Garnish with lime wedges, basil, scallions, chiles, peanuts, if using.	pos
Meatballs and broth can be made 3 days ahead.	pos
Store separately and chill.	pos
Generously salt a large pot of water (it should taste like the ocean).	pos
Thinly slice half of 1 lemon and add to water along with garlic, thyme, and bay leaves.	pos
Bring to a boil, then let boil at least 3 minutes and up to 10 to infuse water.	pos
Meanwhile, whisk oil, 3 Tbsp. lemon juice, 4 tsp. za’atar, and 1 tsp. salt in a small bowl.	pos
Add corn to boiling water and cook until bright yellow and tender, about 6 minutes.	pos
Transfer to a plate.	pos
Reduce heat to low, gently add salmon, and poach just until cooked through, about 5 minutes.	pos
Transfer to a cutting board with a slotted spoon or spatula and flake into chunks.	pos
Meanwhile, slice corn off cob into a large bowl.	pos
Add tomatoes and onion, then toss with 1/2 cup dressing.	pos
Add flaked salmon to corn mixture and toss very gently just to coat with dressing.	pos
Transfer to a serving platter or divide among plates.	pos
Top with arugula, then drizzle with remaining dressing.	pos
Serve with additional za’atar alongside.	pos
Toss zucchini, vinegar, chopped oregano, and 1/4 cup oil in a medium bowl to combine; season zucchini salsa with salt and pepper.	pos
Set aside.	pos
Prepare a grill for high heat.	pos
Meanwhile, flatten your steak.	pos
Cover a cutting board with a long piece of plastic wrap and set steak on top; fold plastic over steak to cover.	pos
Using the smooth side of a meat mallet, pound steak to about 1/2" thick.	pos
(Don’t hold back; you want it good and roughed up.)	pos
Pat steak dry with paper towels; season generously with salt and rub a bit of oil all over.	pos
Grill until browned, about 2 minutes per side for medium-rare.	pos
(You might not get that much color on this steak because it’s so thin, but you don’t want it to be overcooked.)	pos
Transfer steak to a cutting board and let rest 5–10 minutes.	pos
Cut in half lengthwise with the grain, then slice thinly against the grain.	pos
Arrange steak on a platter and spoon half of reserved salsa along with some juices over steak.	pos
Top with oregano leaves.	pos
Serve remaining salsa alongside.	pos
Zucchini salsa can be made 1 day ahead.	pos
Cover and chill.	pos
In a food processor or blender combine all the dressing ingredients and puree.	pos
Add more oil if	pos
you want a thinner consistency.	pos
Place all the chopped salad ingredients in a large bowl and toss with the dressing.	pos
It’s that easy!	pos
If you want to make the salad ahead of time, assemble everything except the avocado and dressing.	pos
Then stir in the avocado at the last minute and toss everything with the dressing.	pos
Try prosciutto instead of bacon.	pos
Or add some feta cheese (and reduce the amount of dressing).	pos
Preheat the oven to 475°F.	pos
Place the chicken thighs on a rimmed baking sheet skin side up.	pos
Scatter the vegetables, shallots, and garlic around the chicken.	pos
Drizzle the olive oil over everything, making sure the vegetables are well coated.	pos
Sprinkle the rosemary, thyme, and salt over the chicken and vegetables.	pos
Place the pan in the oven and bake for 30 to 40 minutes, stirring the vegetables about halfway through cooking.	pos
Chicken should be cooked through (internal temperature of 165°F).	pos
If you like your chicken skin extra crispy, put the pan under the broiler set to high for about 5 minutes.	pos
Any heartier vegetables (butternut squash, parsnips, etc.) would work well with this dish, though we happen to love the ones here.	pos
You could use faster- cooking ones like broccoli or cauliflower or even summer squash— but wait to add them until the chicken is about halfway cooked.	pos
We like our veggies crispy and browned, so keep that in mind.	pos
Pork chops would also work fine here— the cooking time may increase somewhat depending on thickness, and unless you choose particularly fatty chops, you won’t have as much drippings to bathe your vegetables in.	pos
Combine all the ingredients in a blender or food processor and blend until smooth.	pos
(If you don’t have a blender or food processor, just stir everything together in a bowl—	pos
the texture will be different but it will still be delicious.)	pos
In a large bowl, combine the ground turkey, cheese, Worcestershire, salt, and pepper.	pos
Mix together with your hands until just combined—you don’t want tough burgers.	pos
Divide the meat mixture into four portions and roll each into a ball.	pos
Place each ball on a large plate and squish it down into a flat patty.	pos
Press your thumb into the center to create a little well.	pos
This will help the burgers keep their flat shape.	pos
Spray the grill with olive oil and heat it to medium heat.	pos
Grill the patties on direct heat for 5 minutes, covered and undisturbed.	pos
Flip once, cover, and grill for another 4 to 6 minutes, until cooked through.	pos
To assemble the burgers, smear the caramelized onions on the bottom half of each roll or bun.	pos
Top with romaine and place a cooked patty on each.	pos
Add avocado slices and jalapeño rings, if using.	pos
Smear the top halves of the buns with Salsa Ranch Dip, then place them on the burgers and serve.	pos
Combine the rice with 2 cups water and the coconut milk in a saucepan.	pos
Bring to a rapid simmer, then cover and simmer gently until the water is absorbed, about 30 to 35 minutes.	pos
Meanwhile, heat the oil in a stir- fry pan or a wide skillet.	pos
Add the onion and saute over medium heat until golden.	pos
Add the broccoli, bell pepper, and carrots.	pos
Turn the heat up to medium-high and stir-fry for 3 to 4 minutes, or until the vegetables are just tender-crisp.	pos
Add the tomatoes and pineapple chunks and continue to stir-fry for a minute or two, just until the tomatoes soften slightly.	pos
Stir in the cooked rice, curry powder, and ginger.	pos
Stir gently until all the ingredients are completely combined.	pos
Since about half the can of coconut milk is remaining, if you’d like the mixture to be a bit more moist, add 1/4 cup or so more, but take care not to make the mixture soupy.	pos
Season with salt and red pepper flakes.	pos
Serve at once, passing around crushed nuts to top individual servings, if desired.	pos
Rub the steaks with the oil.	pos
Spread half the rock salt over a tray, top with the steaks and cover with the remaining salt.	pos
Set aside for 20 minutes.	pos
Meanwhile make the spicy ginger sauce: Place the oyster sauce, cooking wine, ginger, chile flakes and sugar in a small bowl and mix until the sugar has dissolved.	pos
Wipe all the salt from the steaks, using paper towel, and sprinkle with pepper.	pos
Preheat a grill pan or barbecue over high heat.	pos
Cook the steaks, turning every 1 minute, for 2–3 minutes each side or until cooked to your liking.	pos
In the last 30 seconds of cooking time, brush the steaks with the spicy ginger sauce and turn to caramelize both sides.	pos
Cover gently with aluminum foil and allow to rest for 5 minutes.	pos
Thinly slice the steaks.	pos
Spread the tortillas with the mayonnaise.	pos
Top with the daikon, steak, kimchi and cilantro to serve.	pos
Preheat the oven to 350°F.	pos
In a cup, mix ground chia seeds with 1/2 cup water and let sit until it forms a gel, about 5 minutes.	pos
In a high-powered blender, combine white beans, pitted dates, banana, half of the thawed strawberries (leaving the other half to be put in the muffins whole), chia seed gel, and vanilla and almond extracts.	pos
Once blended, combine with the dry mixture and stir thoroughly until well combined.	pos
Drain the remaining strawberries and stir in, along with the blueberries and raspberries, so they are evenly distributed throughout.	pos
Line a 12-cup muffin pan with cupcake papers and, using a spoon, scoop in batter.	pos
Bake for 20 to 25 minutes and serve warm.	pos
To make cookies, drop batter by spoonfuls onto a foil-lined cookie sheet and bake for 10 minutes or until lightly browned.	pos
Place the parsley, mint, capers, mustard, lemon rind, lemon juice, oil, salt and pepper in a small food processor.	pos
Process into a coarse paste.	pos
Preheat oven to 180°C (350°F).	pos
Place the sugar and vinegar in a medium jug and mix to combine.	pos
Set aside.	pos
Place the garlic, thyme, oregano and rosemary in the center of a large roasting pan and add the stock.	pos
Place the lamb, skin-side down, on the garlic and herbs.	pos
Sprinkle with salt and pepper.	pos
Top with the vinegar mixture and rub to coat.	pos
Cover the pan tightly with aluminum foil and roast for 2 hours 30 minutes or until the lamb is tender.	pos
Turn the lamb over and roast, uncovered, for a further 30 minutes or until dark golden.	pos
Brush with the pan juices and shred the meat, discarding the bone, to serve.	pos
Preheat the oven to 350°F.	pos
Line a muffin tray with cupcake liners.	pos
Place apple cider, agar agar, cinnamon sticks, cloves and allspice in a small saucepan.	pos
If using agar flakes, let mixture soak for 10 minutes; if using powder, proceed to the next step.	pos
Sift together flour, baking powder, baking soda and salt.	pos
In a separate bowl, mix together the apple butter, maple syrup, sugar, vegetable oil, apple cider vinegar and vanilla.	pos
Bring the apple cider mixture to a boil, then lower heat to bring it to a low rolling boil, careful not to let it boil over.	pos
Boil for about 15 minutes, until the cider is reduced to 1 1/4 cups and the agar agar is dissolved.	pos
If the cider hasn’t reduced enough, boil longer.	pos
If it has reduced too much, add extra apple cider to make up for the difference.	pos
Stir frequently because the agar agar tends to stick to the sides of the pan.	pos
Strain the apple cider and discard the spices.	pos
Let cool to lukewarm, then add the apple cider to the apple butter mixture and mix well.	pos
Add the flour mixture to the wet ingredients in roughly three batches, mixing well after each addition.	pos
Spray the cupcake liners with nonstick cooking spray.	pos
Fill each liner three-quarters full.	pos
Bake for 22 to 25 minutes, until a toothpick inserted into the center of a cupcake comes out clean.	pos
Transfer to a cooling rack and let cool completely before frosting.	pos
Pipe the buttercream or agave icing onto the cupcakes and sprinkle some cinnamon or cinnamon sugar on top of it.	pos
Use a spoon to drizzle the caramel over the frosting.	pos
It would be cute to stick a cinnamon stick into the frosting if you are feeling fancy-pants.	pos
Spoon the vanilla and chocolate frosting into separate ziplock bags, press out the excess air, and seal. Snip a 1/8 inch corner from the bag with the vanilla frosting and pipe a dot of frosting on 7 adjacent scallops on each ginger cookie to make the tail fan.	pos
Add a piece of candy corn to each dot of frosting, pointed end facing in.	pos
Place the caramel jimmies in a small shallow bowl.	pos
Spread the caramel frosting on top of all the cupcakes, standard and mini, and smooth.	pos
Roll the edge of the standard cupcakes in the jimmies.	pos
Dip the top edge of the mini cupcakes in the jimmies.	pos
Press 1 piece of Indian candy corn into the center of each mini cupcake, flat side down, for the break.	pos
Pipe 2 dots of the vanilla frosting above the break for the eyes and insert 2 brown sunflower seeds, pointed end down.	pos
Cut the red fruit leather into twenty-four 1 1/2 inch long teardrop shapes and lay them over the beak to make the wattle.	pos
Snip a 1/8 inch corner from the bag with the chocolate frosting and pipe names on the flat side of the graham cracker cookies.	pos
Enlarge the hole in the corner of the bag with the chocolate frosting to 1/4 inch.	pos
Using clean scissors, cut the marshmallows in half on the diagonal.	pos
Place 1 marshmallow half, cut side down, near the edge of one of the standard cupcakes, with the tapered end facing the center, to make a support for the tail.	pos
Pipe a dot of chocolate frosting on the tapered end.	pos
Place the tail cookie on the marshmallow, pressing the undecorated edge into the frosting on the marshmallow.	pos
Add the mini cupcake head on top so that half of it is resting on the undecorated edge of the cookie and the other half is pressed lightly into the frosting to secure.	pos
Add the graham cookies at the base of the mini cupcakes, securing with a dot of frosting.	pos
Arrange the turkeys on the table as place cards.	pos
Place 2 candy corns on the table in front of each turkey to make the feet.	pos
Cut the licorice twists into thirty-six 3/4-inch pieces for the pumpkin stems. Tint the vanilla frosting orange with the food coloring. Tint 1/2 cup of the orange frosting a darker shade of orange with more food coloring, and spoon into a ziplock bag.	pos
Press out the excess air, seal the bag, and set aside.	pos
Place the orange decorating sugar in a shallow bowl.	pos
Spread the lighter orange frosting on top of the cupcakes, mounding it slightly.	pos
Starting on the edge, roll the cupcake tops in the sugar to cover completely.	pos
Use a wooden skewer to mark ridges in the top of each cupcake.	pos
Starting in the center or slightly off center, lightly press the skewer down toward the top of the paper liner to create 5 or 6 indentations.	pos
Snip a 1/16-inch corner from the bag with the darker orange frosting and pipe a line in each indentation to make the ribs. Insert a cut green twist for the stem.	pos
Arrange the cupcakes on a serving platter or a cutting board and add the green licorice laces, trimmed to various lengths, for the tendrils.	pos
Preheat the oven to 350°F.	pos
Line 24 muffin cups with paper liners.	pos
Follow the box instructions, putting all the ingredients in a large bowl and using the buttermilk in place of the water specified, using the amount of vegetable oil that is called for, and adding the eggs.	pos
Beat with an electric mixer until moistened, about 30 seconds.	pos
Increase the speed to high and beat until thick, 2 minutes longer.	pos
Spoon half the batter into a ziplock bag.	pos
Snip 1/4 inch corner from the bag and fill the paper liners two-thirds full.	pos
Repeat with the remaining batter.	pos
Bake until golden and a toothpick inserted in the center comes out clean, 15 to 20 minutes.	pos
Remove the cupcakes from the baking pans, place on a wire rack, and allow to cool completely.	pos
Bring a large saucepan of water to a boil.	pos
Add the pasta and cook until al dente according to the package directions.	pos
Drain and set aside.	pos
In the same pan, melt the butter over medium-low heat.	pos
Add the flour and mix with a wooden spoon, stirring continuously for about 5 minutes, or until you have a lightly browned paste (this is the roux).	pos
Add 1 cup of the almond milk and whisk well, breaking up any lumps.	pos
Stir in the remaining 2 cups almond milk and increase the heat to medium-high.	pos
